eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,ingroup,ingroup2,ingroup3,gsubname3,motive,guncertain1,guncertain2,guncertain3,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
2.01201E+11,2012,1,21,,0,,95,Iraq,10,Middle East & North Africa,Al Anbar,Fallujah,33.35,43.783333,1,0,,"01/21/2012: Six gunmen in two vehicles opened fire on an Iraqi military checkpoint in Fallujah city, Al Anbar governorate, Iraq. Four soldiers were killed in the attack. No group claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,.,,.,4,Military,36,Military Checkpoint,Iraqi Army,Checkpoint,95,Iraq,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,"The specific motive is unknown; however, suspected Sunni groups frequently target Iraqi security force members to shake confidence in the predominantly Shiite government.",0,,,6,0,0,,.,,,.,,,.,,5,Firearms,2,Automatic Weapon,,.,,.,,.,,.,,.,,.,,4,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Gunmen kill four Iraqi soldiers in Fallujah,"" Agence France Presse, January 21, 2012.","""Gunmen kill 4 members of security forces in attacks across Iraq,"" Associated Press Newswires, January 21, 2012.","""Nine killed in Iraq attacks,"" Trend News Agency (Azerbaijan), January 22, 2012.",START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,21,,0,,92,India,6,South Asia,Meghalaya,Williamnagar,25.495444,90.616793,1,0,,"01/21/2012: Four assailants opened fire on a marketplace in Williamnagar area, East Garo Hills district, Meghalaya state, India. One person was injured in the attack. No group claimed responsibility, but police sources attributed the incident to Garo National Liberation Army (GNLA) members.",1,1,1,0,,.,0,1,0,2,Armed Assault,,.,,.,14,Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: Johirul Islam,92,India,,.,,.,,,,.,,.,,.,,,,.,Garo National Liberation Army,,,,,30117,,,,"The specific motive is unknown; however, a police source stated that the attack on the general marketplace was aimed at increasing fear among the population.",0,,,4,0,0,,.,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,,0,0,0,1,0,0,-9,,.,,It is unknown if any property was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""One injured as Garo   rebels   fire in Meghalaya town market,"" Indo-Asian News Service, January 21, 2012.",,,START Primary Collection,0,0,0,0,
2.01201E+11,2012,1,21,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Landi Kotal,34.0989,71.14978,1,1,Occurred in Sheikhwal area,"01/21/2012: Two attackers tried to plant an explosive device under a bridge in Sheikhwal area, Landi Kotal town, Khyber Agency, Federally Administered Tribal Areas, Pakistan. The explosive device went off prematurely, killing both assailants. No group claimed responsibility for the incident.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,19,Transportation,103,Bridge/Car Tunnel,Unknown,Bridge,153,Pakistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,2,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,An explosive device that detonated prematurely was used in the attack.,2,0,2,0,0,0,1,3,Minor (likely < $1 million),-99,A bridge was partially damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Two militants killed while blowing a bridge at Sheikhwal Khyber,"" Pakistan Press International Information Services, January 23, 2012.","""Militants killed by own bomb,"" Daily Today's Muslim Peshawar, January 23, 2012.","""Khyber Agency blast kills two miscreants,"" Daily The Pak Banker, January 23, 2012.",START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,21,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Dera Ismail Khan,31.823759,70.9095,1,0,,"01/21/2012: An explosive device was discovered and defused in Kutchery area, Dera Ismail Khan city, Khyber Pakhtunkhwa province, Pakistan. No group claimed responsibility for the attack.",1,1,1,0,,.,0,0,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,153,Pakistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Bomb defused,"" Daily The Post, January 22, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,21,,0,,195,Sudan,11,Sub-Saharan Africa,White Nile,Ed Dueim,13.989451,32.304631,1,1,,"01/21/2012: A group of gunmen attacked a United Nations/African Union Mission in Darfur (UNAMID) peacekeeping patrol near Ed Dueim city, White Nile state, Sudan. The attackers also carjacked the patrol's vehicles and stole several weapons. One person died and three were injured in the attack. No group claimed responsibility for the incident, but sources suspected the Sudan Liberation Movement (SLM).",1,1,1,0,,.,0,1,0,2,Armed Assault,,.,,.,7,Government (Diplomatic),47,"International Organization (peacekeeper, aid agency, compound)",African Union/United Nations Hybrid Operation in Darfur (UNAMID),Peacekeepers,422,International,,.,,.,,,,.,,.,,.,,,,.,Sudan Liberation Movement,,,,,20504,,,,,1,,,-99,0,0,,.,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,,1,0,0,3,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Darfur peacekeeper killed, three wounded - UN,"" Reuters News, January 21, 2012.","""Gunmen   kill peacekeeper in Sudan's Darfur region,"" Associated Press Online, January 21, 2012.","""UN Council calls on Sudan to catch peacekeeper killers,"" Agence France Presse, January 23, 2012.",START Primary Collection,0,1,1,1,
2.01201E+11,2012,1,21,,1,9/23/2012,182,Somalia,11,Sub-Saharan Africa,Mudug,Galkayo,6.769722,47.430833,1,0,,"01/21/2012: Assailants kidnapped a dual German-United States (US) citizen in Galkayo city, Mudug region, Somalia. The assailants took the victim, who was contracted to build a deep water port in Hobyo, from his car and beat up his Somali companion. The hostage was freed on September 23, 2014. No group claimed responsibility for the attack.",0,1,1,1,2,Other Crime Type,0,1,0,6,Hostage Taking (Kidnapping),,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilian,217,United States,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,"The specific motive is unknown; however, ransom kidnappings have become more common in Somalia in the last five years.",0,,,-99,0,0,,.,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,0,,.,,,1,1,1,,976,,,1,-99,-99,-99,-99,,2,Hostage(s) released by perpetrators,1,There is doubt that this incident meets terrorism-related criteria. Sources suspected that the attack may have been purely financially motivated.,"""FACTBOX-Foreigners kidnapped in Africa,"" Reuters News, January 23, 2012.","""Police say gunmen have kidnapped an American in the northern Somali town of Galkayo,"" Associated Press Newswires, January 21, 2012.","""Police:   Gunmen   kidnap foreigner in north Somalia,"" Associated Press Online, January 21, 2012.",START Primary Collection,-9,-9,1,1,
2.01201E+11,2012,1,21,,0,,45,Colombia,3,South America,Antioquia,Toledo,7.01306,-75.6953,1,0,,"01/21/2012: An explosive device attached to a horse exploded near a military patrol in Toledo town, Antioquia department, Colombia. The explosion killed two soldiers and injured seven others. No group claimed responsibility for the incident, but sources suspected the Revolutionary Armed Forces of Colombia (FARC).",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,.,,.,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Military Forces of Colombia,Personnel,45,Colombia,,.,,.,,,,.,,.,,.,,,,.,Revolutionary Armed Forces of Colombia (FARC),,,,,576,,,,,1,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,12,Remote Trigger,,.,,.,,.,,.,,.,,.,An explosive device carried by a horse was used in the attack.,2,0,0,7,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Two Soldiers Killed by FARC ""Horse Bomb"" Attack in North-West Colombia,"" IHS Global Insight Daily Analysis, January 23, 2012.",,,START Primary Collection,0,0,0,0,
2.01201E+11,2012,1,21,,0,,4,Afghanistan,6,South Asia,Kapisa,Lakarkhel,34.844218,69.931212,2,0,Alasay District,"01/21/2012: Assailants threw a grenade and opened fire on Afghan National Army (ANA) soldiers in Lakarkhel area, Alasay district, Kapisa province, Afghanistan. The ANA soldiers then retaliated with gunfire. Two people were killed and nine injured in the attack. No group claimed responsibility, but sources attributed the incident to the Taliban.",1,1,1,0,,.,0,1,0,2,Armed Assault,,.,,.,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Afghan National Army (ANA),Soldiers,4,Afghanistan,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,4,Afghanistan,,.,,.,,,,.,Taliban,,,,,652,,,,,0,,,-99,0,1,10,Unknown,,,.,,,.,,6,Explosives/Bombs/Dynamite,7,Grenade,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,2,0,0,9,0,0,1,4,Unknown,-99,A military convoy was damaged in this attack.,0,,,,,,,,,,,,,,.,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the most reliable estimates are reported here.","""Two civilians killed in clash between Taleban, Afghan troops in east,"" Afghan Islamic Press news agency, Peshawar, January 22, 2012.","""Clash reported between rebel party, foreign forces in Afghan east,"" Afghan Islamic Press news agency, Peshawar, January 22, 2012.","""10 Afghan civilians killed and injured in Kapisa province,"" Khaama Press, January 22, 2012.",START Primary Collection,0,0,0,0,
2.01201E+11,2012,1,21,,0,,4,Afghanistan,6,South Asia,Parwan,Bagram,34.944168,69.273331,1,0,The incident occurred at the Bagram Airfield,"01/21/2012: Assailants shot two rockets at Bagram Airbase, Parwan province, Afghanistan. There was no damage reported. No group claimed responsibility, but sources attributed the attack to the Taliban.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,.,,.,4,Military,37,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Bagram Airbase,422,International,,.,,.,,,,.,,.,,.,,,,.,Taliban,,,,,652,,,,,0,,,-99,0,1,8,Personal claim,,,.,,,.,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",,.,,.,,.,,.,,.,,.,Mortars were used in the attack.,0,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Two mortars   fired   at Bagram Airfield,"" Afghan Islamic Press (AIP), January 22, 2012.",,,START Primary Collection,0,1,1,1,
2.01201E+11,2012,1,21,,0,,4,Afghanistan,6,South Asia,Helmand,Unknown,31.588952,64.368088,4,0,,"01/21/2012: A United States North Atlantic Treaty Organization (NATO) soldier, Christopher Singer, died from an attack in Helmand province, Afghanistan. No other information is available.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,9,Unknown,,.,,.,4,Military,37,NATO,North Atlantic Treaty Organization (NATO): International Security Assistance Force (ISAF),Soldier,422,International,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,"The specific motive is unknown; however, the Taliban annouced in May 2011 a campaign against International Security Assistance Force (ISAF) troops in Afghanistan.",0,,,-99,0,0,,.,,,.,,,.,,13,Unknown,,.,,.,,.,,.,,.,,.,,.,,1,1,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""NATO soldier killed in insurgent attack in Afghanistan,"" Xinhua News Agency, January 21, 2012.","""Defense.gov News Release: DOD Identifies Marine Casualty,"" U.S. Department of Defense: Office of the Assistant Secretary of Defense (Public Affairs), January 24, 2012.",,START Primary Collection,-9,-9,1,1,
2.01201E+11,2012,1,21,,1,1/23/2012,45,Colombia,3,South America,Cauca,El Tambo,2.44993,-76.80785,1,0,,"01/21/2012: Assailants attacked a police station and radar tower in El Tambo municipality, Cauca Department, Colombia. In the gunfight, a police commander was killed. The radar was also heavily damaged. A guard was taken hostage and released on January 23, 2012. No group claimed responsibility, but authorities attributed the attack to the Revolutionary Armed Forces of Colombia (FARC).",1,1,1,0,,.,0,1,0,6,Hostage Taking (Kidnapping),3,Bombing/Explosion,2,Armed Assault,6,Airports & Aircraft,44,Airport,Unknown,Radar Station,45,Colombia,,.,,.,,,,.,,.,,.,,,,.,Revolutionary Armed Forces of Colombia (FARC),,,,,576,,,,The Revolutionary Armed Forces of Colombia (FARC) have a larger strategy of targeting Colombian state infrastructures.,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,1,0,0,0,0,0,1,4,Unknown,-99,The radar installation that manages air traffic over the country's southwest region was damaged in this attack.,1,1,0,,3,,,0,,,,,,2,Hostage(s) released by perpetrators,1,,"""Colombia rebels release hostage taken in radar attack,"" Agence France Presse, January 23, 2012.","""Deadly Colombia rebel attack delays flights,"" Agence France Presse, January 22, 2012.","""Colombian Insurgent Group Frees Hostage,"" IHS Global Insight Daily Analysis, January 24, 2012.",START Primary Collection,0,0,0,0,
2.01201E+11,2012,1,21,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Sultankhel,33.926944,71.012778,1,0,,"01/21/2012: An explosive device was found and defused in Sultankhel area, Landi Kotal town, Federally Administered Tribal Areas, Pakistan. No other information is available.",1,1,1,0,,.,0,0,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,153,Pakistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,,.,,.,,.,,.,,.,,.,An explosive device rigged to mortar shells was used in the attack.,0,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Terror bid foiled in Landikotal,"" Daily The Post, January 22, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,21,,1,,195,Sudan,11,Sub-Saharan Africa,Central Darfur,Garsila,12.36707,23.14197,1,1,Soja area,"01/21/2012: Armed gunmen riding on camels attacked a police station in Soja area, West Darfur state, Sudan. One officer was killed, one was injured, and five were kidnapped. The outcome of the kidnapping is unknown. No group claimed responsibility for the incident.",1,1,1,0,,.,0,1,0,6,Hostage Taking (Kidnapping),2,Armed Assault,,.,3,Police,25,Police Security Forces/Officers,Sudanese Police,Officers,195,Sudan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,,1,0,0,1,0,0,1,3,Minor (likely < $1 million),-99,A police station was damaged in this attack.,1,5,0,,-99,,,0,,,,,,7,Unknown,-99,,"""Policeman Shot Dead By Militia in West Darfur,"" Radio Dabanga, January 24, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,21,,0,,4,Afghanistan,6,South Asia,Helmand,Lashkar Gah,31.583281,64.360396,1,0,,"01/21/2012: A civilian vehicle hit a roadside mine in Lashkar Gah city, Helmand province, Afghanistan. Four people died and two were injured in the attack. No group claimed responsibility for the incident.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,4,Afghanistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,8,Land Mine,,.,,.,,.,,.,,.,,.,A roadside bomb was used in the attack.,4,0,0,2,0,0,1,3,Minor (likely < $1 million),-99,A civilian vehicle was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Roadside bomb kills four civilians, wounds two others in Afghan south,"" Afghan Islamic Press, January 21, 2012.","""BBC Monitoring: Afghanistan Daily Security Roundup - 21 Jan 12,"" BBC Monitoring, January 21, 2012.",,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,21,,0,,4,Afghanistan,6,South Asia,Herat,Karez Elyas,35.429562,61.347279,1,0,Golran District,"01/21/2012: A remote-controlled explosive device detonated, targeting a Border Patrol Rangers vehicle in Karez Elyas area, Golran district, Herat province, Afghanistan. Five officers died in the attack. The Taliban claimed responsibility for the incident.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,3,Police,25,Police Security Forces/Officers,Afghan Border Police (ABP),Officers,4,Afghanistan,,.,,.,,,,.,,.,,.,,,,.,Taliban,,,,,652,,,,,0,,,-99,0,1,8,Personal claim,,,.,,,.,,6,Explosives/Bombs/Dynamite,8,Land Mine,,.,,.,,.,,.,,.,,.,A remote-triggered roadside landmine was used in the attack.,5,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,The police vehicle was damaged in this attack.,0,,,,,,,,,,,,,,.,,"The Taliban claimed the police officers died in an armed attack, not by bombing.","""Five Border Police Killed By Roadside Bomb in Afghan West,"" Afghan Islamic Press, January 21, 2012.","""Police commander among five killed by roadside bomb in Afghan west,"" Afghan Islamic Press, January 21, 2012.",,START Primary Collection,0,0,0,0,
2.01201E+11,2012,1,22,,0,,147,Nigeria,11,Sub-Saharan Africa,Bauchi,Tafawa Balewa,9.749973,9.551801,1,1,,"01/22/2012: Gunmen attacked a police station near Tafawa Balewa area, Bauchi state, Nigeria. Nine people died and 10 were injured in the attack. This was one of several attacks in Bauchi state on this date. No group claimed responsibility for the incident, but sources suspected Boko Haram.",1,1,1,0,,.,1,1,0,2,Armed Assault,,.,,.,3,Police,22,"Police Building (headquarters, station, school)",Nigeria Police Force (NPF),Police Station,147,Nigeria,,.,,.,,,,.,,.,,.,,,,.,Boko Haram,,,,,30101,,,,,1,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,7,Grenade,5,Firearms,2,Automatic Weapon,,.,,.,,.,,.,,9,0,0,10,0,0,1,3,Minor (likely < $1 million),-99,The police station was damaged in this attack.,0,,,,,,,,,,,,,,.,,"Casualty numbers for this attack represent an equal division of a cumulative total of casualties covering incidents 201201220001, 201201220014 and 201201220015.","""Gunmen kill 9 in northern Nigeria town: local chief,"" Agence France Presse, January 22, 2012.","""Gunmen   kill 9 in raid on northern Nigerian town: local chief,"" Agence France Presse -- English, January 22, 2012.","""Gunmen kill 11 in Bauchi after Kano bombing,"" APANEWS, January 22, 2012.",START Primary Collection,0,0,0,0,"201201220011, 201201220012, 201201220013, 201201220014, 201201220015, 201201220017"
2.01201E+11,2012,1,22,,0,,92,India,6,South Asia,Manipur,Imphal,24.781319,93.942711,1,0,Incident occurred in the Singjamei area of the city.,"01/21/2012: Assailants exploded an explosive device outside the house of I. Hemachandra, the assembly speaker for Manipur, in Singjamei neighborhood, Imphal city, Manipur state, India. One passerby was killed and three wounded in the attack. No group claimed responsibility for the incident; however, sources noted that earlier, seven outlawed groups had called for a ban on all campaigning by Indian National Congress candidates in the state.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Manipur Legislative Assembly,House of Speaker: I. Hemchandra Singh,92,India,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,"The specific motive is unknown; however, seven outlawed groups had called for a ban on all campaigning by Indian National Congress candidates in the state.",0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,A thrown explosive device was used in the attack.,1,0,0,3,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority estimates are reported here.","""Militants target Manipur Speaker's house: one killed,"" The Press Trust of India Limited, January 22, 2012.","""Another blast in Manipur, no casualty,"" The Press Trust of India Limited, January 25, 2012.","""BRIEF: Explosion near Indian politician's home kills two,"" DPA (Berlin), January 23, 2012.",START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,22,,0,,95,Iraq,10,Middle East & North Africa,Diyala,Al-Asoud,33.773349,45.14945,2,0,,"01/22/2012: Gunmen attacked a joint police and Sahwa Council checkpoint in Al-Asoud area near Baqubah city, Diyala governorate, Iraq. Two police officers and two attackers were killed in the ensuing clash; one Sahwa Council member was injured as well. No group claimed responsibility for the incident.",1,1,1,0,,.,0,1,0,2,Armed Assault,,.,,.,3,Police,24,Police Checkpoint,Iraqi Police Service (IPS),Checkpoint,95,Iraq,17,Terrorists/Non-State Militia,94,Non-State Militia,Sahwa Council,Member,95,Iraq,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,Silenced firearms were used in the attack.,4,0,2,1,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Violence leaves at least 6 dead in Iraq,"" CNN Wire, January 22, 2012.","""FACTBOX-Security developments in Iraq, January 22,"" Reuters News, January 22, 2012.","""Six killed in Iraq attacks,"" MyNews Interactive Media, January 23, 2012.",START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,22,,0,,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.33967,43.13041,1,0,Al-Dawasa neighborhood,"01/22/2012: An explosives-laden vehicle detonated in the parking lot of a shopping center in al-Dawasa area, Mosul city, Nineveh governorate, Iraq. One person was killed and three injured. Several shops were also damaged in the attack. No group claimed responsibility for the incident.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,95,Iraq,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,15,Vehicle,,.,,.,,.,,.,,.,,.,A booby-trapped car was used in the attack.,1,0,0,3,0,0,1,3,Minor (likely < $1 million),-99,Several stores in the shopping area in Mosul were damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Violence leaves at least 6 dead in Iraq,"" CNN Wire, January 22, 2012.","""BRIEF: One killed in Iraq car bombing,"" DPA (Berlin), January 22, 2012.","""One killed in Iraq car bombing,"" Trend Daily News (Azerbaijan), January 22, 2012.",START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,22,,0,,205,Thailand,5,Southeast Asia,Pattani,Sai Buri district,6.701389,101.6175,3,1,,"01/22/2012: Attackers detonated a remote-controlled explosive device, targeting a military post near Saiburi district, Pattani province, Thailand. Five soldiers were injured in the attack. No group claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,.,,.,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Royal Thai Armed Forces,Post,205,Thailand,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,"The specific motive is unknown; however, government personnel are almost daily targets of the southern separatist movement.",0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,12,Remote Trigger,,.,,.,,.,,.,,.,,.,A remotely-detonated explosive device weighing five kilograms was used in the attack.,0,0,0,5,0,0,1,4,Unknown,-99,A military pickup truck was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Thailand: Five soldiers wounded in Pattani bombing,"" Thai News Service, January 25, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,22,,0,,92,India,6,South Asia,Odisha,Kalimela,17.838008,81.428585,1,0,Camp was found in Tekguda forest,"01/22/2012: Gunmen opened fire on a team of district Voluntary Force (DVF) members in Kalimela area, Odisha state, India. The DVF police were returning after a search operation. In the ensuing gunfight, one DVF member was injured. No group claimed responsibility, but sources attributed the attack to Maoists.",1,1,1,0,,.,0,1,0,2,Armed Assault,,.,,.,3,Police,25,Police Security Forces/Officers,District Voluntary Force (DVF),Officer,92,India,,.,,.,,,,.,,.,,.,,,,.,Maoists,,,,,1430,,,,,0,,,-99,0,0,,.,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,,0,0,0,1,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Maoist camp destroyed, explosives seized,"" The Pioneer, January 23, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,20,,0,,4,Afghanistan,6,South Asia,Herat,Karez Elyas,35.423333,61.344722,1,0,Gulran District,"01/20/2012: A vehicle of the Afghan Border Protection Forces struck a roadside bomb in Karez Elyas area, Gulran district, Herat province, Afghanistan. The officers were then fired upon with rocket-propelled grenades (RPGs) and heavy arms. Five people died in the attack. The Taliban claimed responsibility for the incident.",1,1,1,0,,.,0,1,0,2,Armed Assault,,.,,.,3,Police,23,Police Patrol (including vehicles and convoys),Afghan Border Police (ABP),Border Patrol,4,Afghanistan,,.,,.,,,,.,,.,,.,,,,.,Taliban,,,,,652,,,,,0,,,-99,0,1,8,Personal claim,,,.,,,.,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,5,Firearms,5,Unknown Gun Type,,.,,.,"A roadside bomb, grenade launchers, and other small arms were used in the attack.",5,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,The victims' vehicle was damaged in this attack.,0,,,,,,,,,,,,,,.,,"The Taliban claimed responsibility for an attack in which five policemen were killed, but they claimed this was as a result of an armed attack, not a remote-controlled roadside bomb, as other reports are claiming.","""Thirteen killed in Afghan violence,"" Agence France Presse, January 21, 2012.","""5 border protection troops killed in Herat province,"" Khaama Press, January 22, 2012.","""Five policemen killed in Afghanistan,"" Indo-Asian News Service, January 21, 2012.",START Primary Collection,0,0,0,0,
